id,slug,website_before,website_after,changed
"d2e40886-6d53-47dc-aae3-75bccaa055c8","flair-jewellery-on-kawana","https://www.flairjewellery.com.au/?utm_source=google&utm_medium=gmb&utm_campaign=clicks&utm_content=visit-now","https://www.flairjewellery.com.au/",yes
"b0e04ee2-471f-42c3-a108-bea794e4292f","flying-colours-group","https://thefcgroup.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Flying%20Colours%20Group%20-%20Kings%20Meadows","https://thefcgroup.com.au/",yes
"57dc990f-f04c-4331-b8b8-b6296a1d3a79","flying-colours-group-tas","https://thefcgroup.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Flying%20Colours%20Group%20-%20Kings%20Meadows","https://thefcgroup.com.au/",yes
"6dfed4a1-44a9-4dab-991a-f5fed1ebf1b9","four-pillars-gin","https://www.fourpillarsgin.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-Distillery","https://www.fourpillarsgin.com/",yes
"f102bef9-a581-4a40-a8c3-c04aa7948c73","four-pillars-gin-distillery","https://www.fourpillarsgin.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-Distillery","https://www.fourpillarsgin.com/",yes
"0340a8c5-6b3f-4fda-8a86-b9cf0488ddc4","four-pines-brewing","https://4pinesbeer.com.au/venues/truckbar-brookvale?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=truckbar_brookvale","https://4pinesbeer.com.au/venues/truckbar-brookvale",yes
"83548d31-5a90-4a28-b1d8-a5d0bd43235b","fox-friday","https://mountainculture.com.au/pages/hobart-craft-beer-taproom?utm_source=organic&utm_medium=gbp_listing&utm_content=hobart","https://mountainculture.com.au/pages/hobart-craft-beer-taproom",yes
"60d3a2a3-0903-4399-bd6d-816b26447ffe","francesca-jewellery-hobart","https://www.francesca.com.au/?utm_source=gmb_listing&utm_medium=organic","https://www.francesca.com.au/",yes
"3d0fede6-84e9-41e0-928a-3578cb4e161b","francis-furniture","http://www.francisfurniture.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","http://www.francisfurniture.com.au/",yes
"02c81d54-2bf8-4b43-bcce-c859e3a6bc4c","gabbinbar","https://gabbinbar.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp","https://gabbinbar.com.au/",yes
"a5217bea-5405-404b-8aa1-4a0c4bb22f2e","gads-glass-and-shower-screens","https://www.gadsglass.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.gadsglass.com/",yes
"324b8f08-ba2b-4ce2-b1aa-63467d4584c9","gallery-360","https://gallery360.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://gallery360.com.au/",yes
"776bc6b6-0785-43e3-9e06-2f2976d6a64d","girraween-estate","https://parks.des.qld.gov.au/parks/girraween?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=girraween","https://parks.des.qld.gov.au/parks/girraween",yes
"5c682ac7-6f00-414c-81d8-c756135bbcd7","glenworth-valley-eco-villas","https://glenworth.com.au/eco-villas/?utm_source=google&utm_medium=business-profile","https://glenworth.com.au/eco-villas/",yes
"6331ed8e-9e3b-4049-9951-199e8b39a16d","gold-coast-printers","https://www.goldcoastprinters.net.au/?utm_source=GMB","https://www.goldcoastprinters.net.au/",yes
"473cb7b6-d851-4fb9-9251-b5e356102119","gorge-view-bush-retreat","https://www.gorgeview.com.au/?utm_medium=organic&utm_source=google&utm_campaign=gbp-listing","https://www.gorgeview.com.au/",yes
"c53ffa56-552b-465b-a86b-0a57d829596e","happs-pottery","https://www.happspottery.com.au/?utm_source=googlemaps","https://www.happspottery.com.au/",yes
"88550961-57cf-44cd-be41-319ec25a294f","happy-valley-brewing-company","https://happyvalleybrewingco.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=713965300857523334","https://happyvalleybrewingco.com.au/",yes
"6a3d5355-2117-4ac4-b027-190d54949aea","hastings-specialty-furniture","https://www.specialtyfurniture.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.specialtyfurniture.com.au/",yes
"c4782a21-0ae3-4879-8443-8335c3cea002","headrush-jewellery","https://headrushjewellery.com.au/?fbclid=PAAaZkFmRCtqL0PKWd1h_ADgZmQyov3cWabEJIBRTXJtfZ9ez7kZc62ifp2dg_aem_AUm_1xR8gtYJWzWIoW_sS9H9bi_rk57DpCE-NGX3JydshVqMxgD7dPkm2fSKH8fiEpA","https://headrushjewellery.com.au/",yes
"2a8a4e36-5571-4b6f-a2dc-be11b8b4603a","heaps-good-merch","http://www.heapsgoodmerch.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7497290039641553052","http://www.heapsgoodmerch.com.au/",yes
"2102b136-5386-4c79-a86c-055aab0e65ad","heres-looking-at-you-kid-spirits-and-distillery","https://www.hereslookingatyoukid.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://www.hereslookingatyoukid.com.au/",yes
"ce48aad7-5741-4369-9eaf-12e2a6886313","innocent-bystander","https://www.innocentbystander.com.au/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb","https://www.innocentbystander.com.au/",yes
"796228ea-46ae-437b-a606-b47e4bc86f50","invision-nt","http://www.invisionnt.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","http://www.invisionnt.com.au/",yes
"2fe0b21a-17c4-4bc8-81c6-e6e2f4bd4e79","jarrimber-furniture","https://www.jarrimber.com.au/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=googlemybusiness","https://www.jarrimber.com.au/",yes
"49b63753-6a61-47d3-890b-fa2785bd090f","jbl-glass","http://www.jblglass.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","http://www.jblglass.com.au/",yes
"fb485a23-f117-4e81-9d3f-96a7147ce4b0","jetscreen-signs-and-screenprinting","http://www.jetscreen.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb","http://www.jetscreen.com.au/",yes
"b4428b86-5f89-47ed-bd5d-e589a7e63e3a","johnos-fabric-centre","https://johnos-fabric-centre.edan.io/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://johnos-fabric-centre.edan.io/",yes
