id,old_region,new_region,disposition
a33b3fc0-7107-4bef-8ce9-ae87bbdaeaad,"50 Range Rd W","Adelaide",tier1-live-spatial
bec8fa77-57ab-4951-80ee-a50a33d68d7e,"536 Goodwood Rd","Adelaide",tier1-live-spatial
a16c22ea-8d3f-4faa-9be6-f4bf34189445,"6 Duthy St","Adelaide",tier1-live-spatial
cc6864b7-979f-40e9-8662-1128df44076b,"6/1199 The Horsley Dr","Adelaide",tier1-live-spatial
8a0964fe-9483-4ad7-abec-9c06e7447fe7,"67 Rivers Lane McLaren Vale","Adelaide",tier1-live-spatial
4e96b371-cf17-4358-b3f1-a152257f93d3,"67 Semaphore Rd","Adelaide",tier1-live-spatial
366e32cc-b143-4a63-a22d-7240af40fb0e,"7 Osmond Terrace","Adelaide",tier1-live-spatial
33e7bd70-3c5f-461f-aee4-8e6ca11e9d67,"7 Watahuna Ave","Adelaide",tier1-live-spatial
6403ba91-4c87-464c-a87e-1ffcd3c94bb8,"8 Denis St","Adelaide",tier1-live-spatial
73f60747-8e07-40bb-ba02-9d6fb4b35367,"82 Ifould St","Adelaide",tier1-live-spatial
d1177d33-f36f-473c-aca6-134077e35e6b,"90 Rogers Rd","Adelaide",tier1-live-spatial
83aa90dd-73fd-4850-b92b-61cf04b819e9,"92 Glen Osmond Rd","Adelaide",tier1-live-spatial
991631fc-632b-42f1-a671-74aea50268fe,"Birdwood, SA","Adelaide",tier1-live-spatial
7e423df4-8c24-43c8-9e23-a322f77b60be,"118 Aldgate Valley Rd","Adelaide Hills",tier1-live-spatial
04927f66-bca1-4471-a13d-3f362cc87e15,"118 Aldgate Valley Rd, Mylor SA","Adelaide Hills",tier1-live-spatial
50a234b9-5fc2-4f2b-a00a-e1447560afee,"141 Onkaparinga Valley Road, Woodside,","Adelaide Hills",tier1-live-spatial
df517890-8cea-476a-9786-c542b4b7bfe9,"2 Glenside Lane Stirling","Adelaide Hills",tier1-live-spatial
5209e39f-e75b-4662-abf5-bf3ef91e0503,"3 Rugby Road  Aldgate South Australia","Adelaide Hills",tier1-live-spatial
bfa0c450-0b45-4ccb-9b9d-932a31599925,"365 Mount Lofty Summit Rd","Adelaide Hills",tier1-live-spatial
eea62c9c-2f45-4705-8a2a-3b7ff56bd74f,"64 Gross Rd","Adelaide Hills",tier1-live-spatial
a4a957bf-736c-4824-8df0-74a93661a61b,"759 Swamp Rd","Adelaide Hills",tier1-live-spatial
57ec1645-e75b-49c1-af58-a5d2ebd28399,"8 Mount Barker Road, Stirling, South Australia","Adelaide Hills",tier1-live-spatial
cf990f26-ba82-4b3c-a2a8-1efd11c7c24c,"9 Hoylake Ave","Adelaide Hills",tier1-live-spatial
f85171de-c0f2-4eaf-a5c7-7db9d3ef1cdb,"1246 Barossa Valley Way, Barossa, Lyndoch,","Barossa Valley",tier1-live-spatial
47618f44-60da-4cf4-9558-95dee50dd7af,"221 Yaldara Dr","Barossa Valley",tier1-live-spatial
ad9521a4-1239-498f-ad09-02642e4abc67,"346 Tweedies Gully Road Lyndoch South Australia,","Barossa Valley",tier1-live-spatial
94d185be-1f35-4f86-80e3-6d41c73e16ea,"444 Seppeltsfield Road Marananga","Barossa Valley",tier1-live-spatial
e139d315-b800-4cf6-b785-7b7f80d20243,"48 Main St","Barossa Valley",tier1-live-spatial
bd1e72c4-d0f4-4e98-aa3c-b3f76a7607bb,"564 Rifle Range Rd","Barossa Valley",tier1-live-spatial
430db259-2d3e-47ec-b7ef-534558f969aa,"23 Commercial St","Clare Valley",tier1-live-spatial
b1efd26a-0135-4aa1-8ce3-198d1c4192d6,"Frenchmans Terrace, Penneshaw, Kangaroo Island,","Kangaroo Island",tier1-live-spatial
cce955d0-03fc-45d7-90e9-e7da8efd33d9,"1 Charles St","McLaren Vale",tier1-live-spatial
24a1bbc9-5f2e-4c57-ad4e-4dffca22da38,"10 Welch Road, Victor Harbor","McLaren Vale",tier1-live-spatial
89675196-3e40-40db-8f16-9ca2f6779ef2,"333 Rarkang Rd","McLaren Vale",tier1-live-spatial
138f9c9c-0b50-4352-982b-8f16073f71d8,"14376 Goyder Hwy","Waikerie",tier2-address-locality
36cc2f7e-5e01-489a-868f-bd2fda67338a,"172 Gerogles Rd","Caloote",tier2-address-locality
f54356c7-ed90-4866-b859-c4d74b8d41a3,"230 Eudunda Rd","Barossa Valley",tier2-address-locality
99aa2753-581e-4e3a-b1e3-c0fec203ced8,"2948 Arkaroola Rd","Arkaroola Village",tier2-address-locality
206b528b-42b7-44e4-af62-642e8c0a720c,"55 Horrocks Hwy","Stone Hut",tier2-address-locality
0948fc61-c3e4-4178-bf73-ed07953973ad,"Adelaide Hills, SA","Adelaide Hills",tier2-address-locality
28e8109b-0bd8-490f-8173-1a4bdbd78dc6,"1 Goldie Street Wynyard, Tasmania","Cradle Country",tier1-live-spatial
97b0f3af-b7ef-486d-82eb-192409feee0f,"1135 Pine Road, Riana","Cradle Country",tier1-live-spatial
30cfb95e-8314-4da7-ba26-2224cbb95bfa,"148 William St, Devonport","Cradle Country",tier1-live-spatial
8704d1b9-04cc-4eef-a3b4-52e7ddb65561,"16 Alexander Terrace, Stanley","Cradle Country",tier1-live-spatial
4bb4f2c2-83dc-44e5-8a0b-63dce67e793a,"192 Careys Rd","Cradle Country",tier1-live-spatial
dc552853-db88-4c9a-bc22-09dbeb920829,"23 King Edward Street, Ulverstone, TAS","Cradle Country",tier1-live-spatial
0b4d94ef-3958-46f2-b766-47c85959a0ae,"24 Church St","Cradle Country",tier1-live-spatial
5916545a-b954-4c94-978e-7e53d1cdef48,"256c Waverley Rd","Cradle Country",tier1-live-spatial
f74c9594-803c-4c6a-9d82-39184caf6e1b,"46 Strahan St","Cradle Country",tier1-live-spatial
772c4aa6-73c0-4e9b-bf49-728949f2d3b0,"51 Formby Rd, Devonport","Cradle Country",tier1-live-spatial
55691fe3-c7fc-4bad-810d-d1f80bd3617b,"574 Castra Rd","Cradle Country",tier1-live-spatial
8fe2b14a-4033-4428-b4fd-55a7baeae3fb,"72-74 Mersey Main Road Spreyton Tasmania,","Cradle Country",tier1-live-spatial
5dc34924-892b-4ca6-8904-d8c03eca8b28,"851 Ironcliffe Rd","Cradle Country",tier1-live-spatial
b54eac7d-ddcf-427d-8ae9-bad9b5b54c70,"1011 Adventure Bay Rd","Hobart & Southern Tasmania",tier1-live-spatial
b6605696-4a83-4975-a289-a2198db5a2ae,"126 Mornington Rd, Mornington TAS","Hobart & Southern Tasmania",tier1-live-spatial
722b01b1-7f9c-4585-aab0-6e1d25b5208f,"131 Albert Rd","Hobart & Southern Tasmania",tier1-live-spatial
97428eb5-9c2a-4823-827a-b9502703caa1,"160 Church Rd, Barnes Bay TAS 7150","Hobart & Southern Tasmania",tier1-live-spatial
e8b02655-94df-4edc-83a8-2b3510b6deb8,"161 Cades Dr","Hobart & Southern Tasmania",tier1-live-spatial
6899b0a3-78a4-44e4-8e5f-1c249e7df9b8,"1755 Channel Hwy","Hobart & Southern Tasmania",tier1-live-spatial
9515f8aa-6a60-48ee-a6fe-0f9d2e6bb9bf,"20 Kangaroo Bay Drive, Rosny Park, Hobart, Tasmania","Hobart & Southern Tasmania",tier1-live-spatial
67b7b2ce-5102-4f58-a0be-17272eb80505,"20 Mary Street, Cygnet","Hobart & Southern Tasmania",tier1-live-spatial
986a5cb8-eca0-4360-94d6-d164c0649e28,"26-A Jackson St","Hobart & Southern Tasmania",tier1-live-spatial
dea3caa5-44f4-477a-8c62-b85ee1c7086d,"2862 Lyell Hwy","Hobart & Southern Tasmania",tier1-live-spatial
8c108812-34d3-4f08-9a90-f35c3699c917,"300 Browns Rd","Hobart & Southern Tasmania",tier1-live-spatial
fb2ecce5-3543-403b-acd3-6f90cbd8b7a9,"350 Chauncy Vale Rd","Hobart & Southern Tasmania",tier1-live-spatial
3c377679-d7a6-433c-9767-8d360c032ec5,"3866 Channel Highway Woodbridge","Hobart & Southern Tasmania",tier1-live-spatial
678951f6-142c-4357-9175-a765ea08fa76,"5831 Lyell Hwy","Hobart & Southern Tasmania",tier1-live-spatial
1e7e3e3f-8b57-4325-87b9-f1546bdb5235,"593 Briggs Rd","Hobart & Southern Tasmania",tier1-live-spatial
ab58e24a-77b0-45a8-b134-f989f2cbc684,"739 Brinktop Rd","Hobart & Southern Tasmania",tier1-live-spatial
4682ed7f-0af9-4529-a493-01598b08650e,"77 Howden Road, Howden","Hobart & Southern Tasmania",tier1-live-spatial
0a313c45-07a4-46cd-a4d1-47af10c50093,"9 Crowthers Rd","Hobart & Southern Tasmania",tier1-live-spatial
83049f7a-1a37-4d3e-a3d1-2c011f628011,"90 Cradoc Hill Rd, Cradoc","Hobart & Southern Tasmania",tier1-live-spatial
3bf39127-9ed2-4f1a-a9ee-7377a39c61e4,"911 Coolangatta Rd","Hobart & Southern Tasmania",tier1-live-spatial
34b2ec0d-8234-457f-b017-7dccafe1219c,"Bruny Island, TAS","Hobart & Southern Tasmania",tier1-live-spatial
ee1f241b-d4af-45fa-aec3-a11d10bdbaf8,"Facebook     Instagram  10 Sunderland Street Moonah, Hobart","Hobart & Southern Tasmania",tier1-live-spatial
6aab555d-914e-489b-a55b-dfb76fdf5e6a,"Glen Huon, TAS","Hobart & Southern Tasmania",tier1-live-spatial
2e21573d-3b66-4b72-a564-8c1b67039d51,"Moonah, TAS","Hobart & Southern Tasmania",tier1-live-spatial
023efdfb-2ddd-4865-b7a0-49d4e2bb9ac6,"Wiggins Rd, Wattle Hill TAS","Hobart & Southern Tasmania",tier1-live-spatial
073d44f6-8411-418c-ad54-4c7c93e8766d,"112 Lansdowne Cres","Hobart City",tier1-live-spatial
9105e149-4dcb-4517-97a5-a6c7fe787d31,"128 Bathurst St","Hobart City",tier1-live-spatial
bdc90477-7487-410c-a4a5-3f55385bf374,"130 Macquarie St","Hobart City",tier1-live-spatial
34aa60d2-5f0a-4dec-94ac-8c13a5d245f1,"147 Argyle St","Hobart City",tier1-live-spatial
15905a30-1f32-45d2-8540-719adc8e4716,"151/153 Argyle Street, Hobart","Hobart City",tier1-live-spatial
6e016212-766d-4783-8790-25219970a4c1,"16 Argyle St","Hobart City",tier1-live-spatial
92d11380-9071-4dd2-8ee3-bafee158fe62,"160-162 Elizabeth Street, Hobart","Hobart City",tier1-live-spatial
0f833a7b-bbf7-4d79-a73a-a18d9068c631,"167A Harrington Street Hobart Tasmania","Hobart City",tier1-live-spatial
b42e7346-6c01-48c6-bf49-a54f7af0e07e,"170 New Town Road New Town TAS","Hobart City",tier1-live-spatial
a708216f-d640-478c-9091-d8cff0909a5e,"173 Elizabeth St","Hobart City",tier1-live-spatial
e240b54c-27d3-4a1f-b25c-791e93a02ec9,"219B Murray St","Hobart City",tier1-live-spatial
b2ede266-2644-4a9c-b46b-248fe3237849,"29 Hampden Rd","Hobart City",tier1-live-spatial
43b45048-4f5a-445b-886a-a3af56e72a09,"321 Davey Street,  Hobart,","Hobart City",tier1-live-spatial
fb334867-b967-4d15-b965-beea7a85ebc0,"377 Elizabeth St","Hobart City",tier1-live-spatial
c9d8181f-feac-49fe-8edc-23f7abb50bf2,"40 Swanston Street, New Town Tasmania","Hobart City",tier1-live-spatial
7f39d5ae-f55d-42d2-88ad-d0fea5c03f89,"42 Waterworks Rd","Hobart City",tier1-live-spatial
63d78d1c-719a-435f-83bb-2adadab7dff2,"47 Sandy Bay Rd","Hobart City",tier1-live-spatial
20d6b4c5-f538-406e-8ed8-cd7d86f91fe7,"57A Brisbane St","Hobart City",tier1-live-spatial
3122de36-1d42-44be-bd15-8bf4ed375c0f,"57C Patrick St","Hobart City",tier1-live-spatial
b328d348-b869-480c-85d0-eac4e9dad95d,"7 Gregory St","Hobart City",tier1-live-spatial
4e504f53-8838-4e34-827a-f5563b37a87d,"9-11 Murray St","Hobart City",tier1-live-spatial
d12c1ab3-46e7-4029-9eb5-478e78cc5cc1,"93 Goulburn Street West Hobart","Hobart City",tier1-live-spatial
15371f81-0c78-4b92-bb90-771f688e9f10,"95 Brooker Hwy","Hobart City",tier1-live-spatial
5bcfa122-9b77-4af4-9d91-5991fba79bb0,"Hobart, TAS","Hobart City",tier1-live-spatial
af23a12d-ca2a-49b9-9275-96bc9ee9818a,"114 Marlborough St, Longford","Launceston & Tamar Valley",tier1-live-spatial
8cc3300a-6dd8-470f-ad63-abf87a04d0fa,"1204 Long Marsh Rd,  Lake Leake,","Launceston & Tamar Valley",tier1-live-spatial
5d062926-f822-4d57-bfd5-141ea6644e81,"14 St Andrews St, West Launceston,","Launceston & Tamar Valley",tier1-live-spatial
49efdcd4-b7ab-4f9c-9370-e49f4b925587,"1892 Mole Creek Rd","Launceston & Tamar Valley",tier1-live-spatial
f858ed4e-b57f-446d-8666-198ad83f31d2,"236 Wellington St","Launceston & Tamar Valley",tier1-live-spatial
f42d812e-5108-4c42-9058-a8b8d3a6f554,"28 Seaport Boulevard, Launceston","Launceston & Tamar Valley",tier1-live-spatial
54b1f440-4bc0-4b25-9a1a-e53ea65ed9e1,"3a Coxs Ln","Launceston & Tamar Valley",tier1-live-spatial
c2b8e78b-28a5-416e-9119-6c08ae4f2e7d,"44 Grundys Rd Weegena","Launceston & Tamar Valley",tier1-live-spatial
153b2dcb-504f-4fe8-a7d0-9b274cf174b3,"6 Tower Hill St","Launceston & Tamar Valley",tier1-live-spatial
2d7f3a03-8300-435e-abd2-6d115775ced2,"6/31a Churchill Park Dr","Launceston & Tamar Valley",tier1-live-spatial
c906485b-4b89-4189-86e3-8b3e2ebd0e25,"78 George St Launceston","Launceston & Tamar Valley",tier1-live-spatial
7cb3b206-8e03-4994-b6bd-f645a4f9d7e7,"81 Lalla Rd","Launceston & Tamar Valley",tier1-live-spatial
e0be0dfe-82f0-46ae-82ea-488bf04578a7,"Cnr The Esplanade and 132 High Street, Campbell Town, Tasmania","Launceston & Tamar Valley",tier1-live-spatial
813ebf16-379e-4dd9-ac36-246c8a5138fc,"Ross, Tasmania","Launceston & Tamar Valley",tier1-live-spatial
e6fd397b-fd94-4609-9e5c-665a74967140,"15 Reid St","Tarkine & West Coast",tier1-live-spatial
eba6deeb-9640-48cd-aba6-6f122fa929b8,"44 The Esplanade, Strahan","Tarkine & West Coast",tier1-live-spatial
87bd88a7-7dff-4a24-88c5-df4c6cdbcee1,"14228 Tasman Hwy","East Coast",tier3-best-judgment
3aa5f695-ffe6-4a4a-a1db-9c162073b1b4,"165 Main Road, Binalong Bay, Tasmania","Binalong Bay",tier2-address-locality
144b6a55-4ab2-4ef2-ae38-3945adda4f36,"25977 Tasman Hwy","St Helens",tier2-address-locality
47f5124f-a3d1-45c6-8161-2cca2433f4f1,"535 New England Rd, Goulds","Goulds",tier2-address-locality
085aea37-1d0f-4896-b64e-63abebf36f17,"38 Main St","Bendigo",tier1-live-spatial
4dd9efe3-9271-4bc9-88bc-fa1f65d7f605,"59 Leonards Hill-South Bullarto Rd","Daylesford & Hepburn Springs",tier1-live-spatial
8a537ac2-b869-48c5-b2e8-ef52661790d2,"116 Furner Ave. North Geelong","Geelong",tier1-live-spatial
f7f0351c-49cd-48e5-bb26-7204a2f682b2,"124 Skene street, Newtown","Geelong",tier1-live-spatial
76b866fc-aa69-4154-b234-326715c1d2ce,"2/315 Pakington Street Newtown, Victoria","Geelong",tier1-live-spatial
4be0424d-a9be-4f85-adaf-36a546a1203f,"12 Turnbull Street (Cnr Townsend & Turnbull Streets)  Port Welshpool, Victoria,","Gippsland",tier1-live-spatial
7a582721-b07a-4a4b-a46c-41181e7e2e8f,"1435 Grandridge Road Boolarra South","Gippsland",tier1-live-spatial
8269abef-4095-48bc-b067-1d7555f6f81f,"153-155 Dawson St","Gippsland",tier1-live-spatial
a95f4030-5425-4465-a8bc-0b2adfdb30e0,"368 Mt Baw Baw Tourist Rd","Gippsland",tier1-live-spatial
6313910c-5913-4c85-a053-169898f47601,"16 Grant Street Forrest Victoria","Great Ocean Road",tier1-live-spatial
8f1d5c18-270c-4005-a39c-a89a500d62e9,"1860 Deans Marsh-Lorne Rd","Great Ocean Road",tier1-live-spatial
b98c34c4-2b2a-4ab2-8f08-bc7781420e18,"241 Manifold St, Camperdown VIC","Great Ocean Road",tier1-live-spatial
c30157d8-1a70-43c5-b93d-280ba33cacaa,"96 Gipps St","Great Ocean Road",tier1-live-spatial
71cdaab9-cc52-465e-af1c-a0df96cdeaff,"Warrnambool, VIC","Great Ocean Road",tier1-live-spatial
03e063d5-fada-4be8-ae36-0bbbd0ab625b,"1 Belrose Ave","Melbourne",tier1-live-spatial
bd403951-ffd6-4b69-a3f5-dc8c8fbe76ed,"1029 Mt Alexander Rd","Melbourne",tier1-live-spatial
15a5386e-58ec-41bb-a166-9c98e8b22085,"1310 Malvern Road Malvern Vic,","Melbourne",tier1-live-spatial
e526cc76-c157-4f09-8479-b9748794c752,"136A Cromwell St","Melbourne",tier1-live-spatial
472ee581-bc43-4587-919b-65bc1a30d3b6,"148 Burke Road, Malvern East","Melbourne",tier1-live-spatial
e7c096a5-e78f-4778-a6d1-b8571446d3ff,"19 Morey Street, Armadale, Melbourne","Melbourne",tier1-live-spatial
b0a7c113-e40f-4fce-8c64-a94a6c853bf6,"19-25 Little Bourke St Melbourne","Melbourne",tier1-live-spatial
506d5368-8238-4041-af3c-ad58c652a601,"192 Wellington Parade","Melbourne",tier1-live-spatial
997c05cd-8561-4eed-9b6d-df3cc9bf3d90,"194 Elgin St","Melbourne",tier1-live-spatial
46734f98-d7f4-462f-83e8-d6941a95d936,"22 Collins STreet, dromana","Melbourne",tier1-live-spatial
ebf6c4ef-7248-4861-87de-a1f0a3a73977,"260 Carlisle St","Melbourne",tier1-live-spatial
271ec722-c351-428a-be27-83f5c9488bff,"301 Rossmoyne St Thornbury","Melbourne",tier1-live-spatial
7a87b539-fefc-4e0b-b438-eafa3883aa61,"369 Albert St","Melbourne",tier1-live-spatial
294e174d-693d-43e6-b4d0-c5c7f0759673,"37 Scoresby Rd","Melbourne",tier1-live-spatial
e29014d4-669b-4e67-8720-c13e0b94f98f,"4 Barkly Street, Brunswick East VIC 3057","Melbourne",tier1-live-spatial
d8306772-0850-457d-b7c6-1c083407b317,"47 Merri Concourse","Melbourne",tier1-live-spatial
f9632c30-b048-4939-aa97-0f2a2eec0c6c,"55 Peel St West Melbourne VIC","Melbourne",tier1-live-spatial
83a1e1f7-5ef9-4f18-b9ba-f40b04fa0a0b,"55-57 Gertrude St","Melbourne",tier1-live-spatial
a6296369-c41b-4433-b8ff-f034e2250e37,"550 Tyabb-Tooradin Rd,  Pearcedale, Vic","Melbourne",tier1-live-spatial
7e410e02-d3b1-4e84-a1e9-8bbe8f48c8c8,"555 Queensberry St","Melbourne",tier1-live-spatial
3395ab02-38d4-4baf-a531-2b168ad48922,"58 Industrial Drive, Braeside","Melbourne",tier1-live-spatial
e2bb3545-8662-4d81-b985-5b23a3a055a8,"61 Stubbs St","Melbourne",tier1-live-spatial
0681f994-ae36-4714-b182-ac9110003466,"615 Burwood Rd","Melbourne",tier1-live-spatial
3933d9dc-754d-407d-a352-8af5c1870b35,"66-68 Oakover Rd","Melbourne",tier1-live-spatial
4c9ba290-2646-414f-aec3-50b88dac906d,"668 Princes Hwy","Melbourne",tier1-live-spatial
5e1d0318-926c-41ef-a0d4-508d8b84b3c7,"67 North Street, Richmond VIC 3121","Melbourne",tier1-live-spatial
fc945e4f-0239-487d-975a-d5e6a3263414,"69 A'Beckett St","Melbourne",tier1-live-spatial
96532294-3875-4dee-aa86-902dc9114be8,"7 Wallace Ave, Point Cook VIC","Melbourne",tier1-live-spatial
92aaacd5-4c90-4137-b4c0-6cb266a05239,"773 Glen Huntly Rd","Melbourne",tier1-live-spatial
888dda81-292f-4d36-9daa-56e97677a411,"8 Village Avenue, Brunswick East VIC","Melbourne",tier1-live-spatial
7ac732e9-4816-476e-bb72-d7482165b483,"82 Nelson Pl","Melbourne",tier1-live-spatial
a2e7d85a-c9c4-4ba8-8957-5b5b8ccc90c9,"83b Gamon St","Melbourne",tier1-live-spatial
9f3449f9-139a-4f2c-bb1e-aebcecfa91c7,"95 Charles Street Seddon, Victoria 3011","Melbourne",tier1-live-spatial
77497d85-55af-461e-b0c9-21e76b11cbc9,"Factory 4, 39 Essex Street, Pascoe Vale, VIC, 3044","Melbourne",tier1-live-spatial
41b4023c-bc6e-4fd3-b761-36f785660990,"Gem Pier, Williamstown, Melbourne","Melbourne",tier1-live-spatial
c8dc588c-5146-40d8-859b-1f12d04e3fe1,"113 Cape Schanck Rd","Mornington Peninsula",tier1-live-spatial
96ff61cb-b90c-44d4-80c5-c8c6c9de2dc6,"1549 Frankston, Flinders Rd, Tyabb VIC 3913","Mornington Peninsula",tier1-live-spatial
0abcab60-b26d-441a-9b84-32f36470b377,"166 Balnarring Rd","Mornington Peninsula",tier1-live-spatial
71f63151-aa01-44c2-b14a-e315169b1faa,"166 Balnarring Rd, Merricks North,","Mornington Peninsula",tier1-live-spatial
b07a6753-88f6-4dc3-bd50-ff9eeddc494a,"545 Mornington-Tyabb Rd Moorooduc","Mornington Peninsula",tier1-live-spatial
71349d4e-960d-49c2-9273-01684856f709,"776 Arthurs Seat Rd","Mornington Peninsula",tier1-live-spatial
7e51f18e-2293-4866-bfb0-a096b4a646b7,"91 Browne Ln","Mornington Peninsula",tier1-live-spatial
7a7c6ef7-bd6f-4f0f-ad60-76910204da84,"93 Mornington-Tyabb Rd","Mornington Peninsula",tier1-live-spatial
51b57b21-7a1c-47db-9e1e-dfa9fd4be163,"33A Rhyll-Newhaven Rd","Phillip Island",tier1-live-spatial
a36e4560-98a7-43ac-ac54-5ebd2de96113,"80 Drowleys Rd","Phillip Island",tier1-live-spatial
6d2ca528-2e21-429b-b44a-b973b125a926,"South Gippsland, VIC","Southern Forests",tier1-live-spatial
9c1d9f2d-83b1-4796-bba2-494ddb89056c,"70 Princes Hwy","Sydney",tier1-live-spatial
07664d2d-ca92-4493-8f9f-02383c9137ed,"10 Crosbys Ln","Victorian High Country",tier1-live-spatial
e0309aac-292d-4914-876a-fa485c111b62,"113 Gavan Street, Bright,","Victorian High Country",tier1-live-spatial
53559031-c5e4-4de5-b00b-e686f0d4a799,"116 McCormacks Ln","Victorian High Country",tier1-live-spatial
c827915f-443c-4908-853e-aed716c004d1,"137 Manby Rd","Victorian High Country",tier1-live-spatial
9fb0f294-1fbd-44a3-9b0c-e918eaee1bbe,"149 Reids Way Wooragee VIC 3747","Victorian High Country",tier1-live-spatial
38b26911-c564-4c58-b8da-1d1a7e22ba6b,"19 Mcfadyens Ln","Victorian High Country",tier1-live-spatial
38650db8-7278-4c21-862b-e4bd7e76f7f5,"28 Mountbatten Avenue Bright, Vic","Victorian High Country",tier1-live-spatial
2ca450e2-9e68-4aa2-ba4c-28ea78622e65,"Mornington Peninsula, VIC","Victorian High Country",tier1-live-spatial
25e9c422-0fb3-48fc-8f26-27aaa7d86f45,"1590-1594 Mount Dandenong Tourist Rd","Yarra Valley",tier1-live-spatial
757d5747-37a4-4bec-8f3d-d3b84d44de99,"1602 Mount Dandenong Tourist Rd","Yarra Valley",tier1-live-spatial
898166cd-8c57-45f6-a155-de12c5c69d44,"188-190 Falls Road, Olinda","Yarra Valley",tier1-live-spatial
3eb73d11-6c94-437b-997a-4a12a775de94,"20 Hill Street, Pakenham","Yarra Valley",tier1-live-spatial
e105867b-32b7-4550-a33a-364816eb3465,"21 Bell Street Yarra Glen Vic","Yarra Valley",tier1-live-spatial
a176bcfb-7156-4446-9cf4-6581c8ac1c85,"215 Victoria Rd","Yarra Valley",tier1-live-spatial
8fe68a7a-c376-40d0-a9a5-ca45f705966d,"4 Jarmina Way","Yarra Valley",tier1-live-spatial
7ae415fd-1f11-4238-851c-2444bfbc30c1,"4/1385 Healesville - Koo Wee Rup Rd","Yarra Valley",tier1-live-spatial
001a53da-6e5d-4149-b758-65b43251b88c,"54 Ingram Rd","Yarra Valley",tier1-live-spatial
8e3c5892-e1e7-4f10-b3f4-750929aceb48,"90 Shaftesbury Ave St Andrews","Yarra Valley",tier1-live-spatial
d68080d6-739d-422b-90b5-8b5e54e83f3d,"Unit 4/1153 Main Rd, Eltham, VIC,","Yarra Valley",tier1-live-spatial
f867e5a6-8879-4923-bc03-65b35d10a746,"31 Angove St","Australia's Golden Outback",tier1-live-spatial
5556cbf8-dcd9-49b4-bf54-0212507ffa20,"162 Haag Rd","Margaret River",tier1-live-spatial
1c165b5f-835c-4cd1-9ec4-43ccae4a1ba1,"17 Huntington Court Quedjinup","Margaret River",tier1-live-spatial
dc146661-66fb-4704-b829-585e8316d771,"18 O’Brien St, Cowaramup WA","Margaret River",tier1-live-spatial
b3349a51-7e77-4a47-80e3-affb6bf41630,"1958 Caves Rd","Margaret River",tier1-live-spatial
69c73a50-3315-418d-b971-5c416eded541,"31 Cape Clairault Rd","Margaret River",tier1-live-spatial
93a745fc-68c3-4676-9e63-4cb100dd6581,"43a Town View Terrace","Margaret River",tier1-live-spatial
0e5f2666-8d7d-4d0e-9f69-d7cb7d8a7c91,"498 Osmington Road, Margaret River","Margaret River",tier1-live-spatial
7c3b3425-e166-4eb8-83c8-531038f65e6c,"54 Sheens Road, Naturaliste Western Australia","Margaret River",tier1-live-spatial
3cb7e6f7-801d-4ea8-9acf-aea0056d0840,"92 Holben Rd","Margaret River",tier1-live-spatial
c0aab272-5852-40cf-9304-dc43ed361702,"LOT 3503 CAVES ROAD, WILYABRUP, WA","Margaret River",tier1-live-spatial
68c891c0-36fe-4975-8625-502e4df82710,"Margaret River, WA","Margaret River",tier1-live-spatial
f699ed73-d4ee-40bd-8bbc-40bf75c0a19f,"Armstrong Road, Rosebank New South Wales 2480","Northern Rivers",tier1-live-spatial
4bd2c8db-d6cc-45e1-92ec-2621226d3853,"104 Frobisher St","Perth",tier1-live-spatial
34ad5806-cf7d-4988-815a-2f1ab5809b49,"1200 Alison St","Perth",tier1-live-spatial
4ae2bedb-95b1-4fe5-9a25-5a60d372c3c6,"136 Railway Parade","Perth",tier1-live-spatial
6da74110-862a-4441-81f5-5fe46c56ff94,"15 Point St","Perth",tier1-live-spatial
8dc5f55e-82a3-4be9-8691-16a4d3dca960,"162 Aberdeen St","Perth",tier1-live-spatial
dba2d61b-9b85-49be-8aff-1e8ff4744963,"17 High Street, Fremantle","Perth",tier1-live-spatial
d63530bd-0ea7-4c62-a2bb-48361e1be845,"18-22 Ord Street,","Perth",tier1-live-spatial
5a55ae43-1699-4821-aa47-85f27ab5fcb7,"2/231 Main Rd","Perth",tier1-live-spatial
52e89c72-0e5c-42b2-b637-982b0d4dda32,"233a Drumpellier Drive Whiteman, Western Australia","Perth",tier1-live-spatial
a8fe1d1b-41e2-4186-b8af-9e520fe0700d,"243 Beaufort St","Perth",tier1-live-spatial
4540239a-bb60-4d05-ae0e-4d76569503a0,"28 Rudloc Rd","Perth",tier1-live-spatial
71e7ee55-d38c-4ad1-bf18-38dd8f700b85,"282 South Tce, South Fremantle","Perth",tier1-live-spatial
6ce3dcb0-63cb-4802-b0ce-823cb6431fd7,"2c Johnson Road Maylands WA 6051","Perth",tier1-live-spatial
6e89831b-fd04-4250-b874-096955c74365,"3 Preston Street   Como WA 6152   Western Australia","Perth",tier1-live-spatial
34e64315-07d0-4de7-a2f9-269de3b550c8,"30 Drake St","Perth",tier1-live-spatial
c2631ec8-b058-43ce-a783-2bed7f214a96,"30 Mundaring Weir Road  Kalamunda","Perth",tier1-live-spatial
3c00c546-1de6-4d93-aa92-34be16a2735b,"301 Lord St, Beechboro Western Australia","Perth",tier1-live-spatial
ddf9fef9-d16f-4357-8030-9173273ffbd7,"40 Marine Parade","Perth",tier1-live-spatial
4ca7f5f5-3cd0-47a4-a22c-5434ab7df7e7,"41 Welshpool Rd","Perth",tier1-live-spatial
